CategoryCode;CategoryName;CPU;ManufacturerCode;ManufacturerName;Model;OS;Price;RAM;Screen;Storage
4;Notebook;Intel Core i5 6300U 2.4GHz;6;HP;EliteBook 840;Windows 10;46052,73134;4;14.0 col - 1366x768;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;ProBook 640;Windows 10;50449,1325;4;14.0 col - Full HD 1920x1080;256GB SSD
5;Ultrabook;Intel Core i7 6600U 2.6GHz;6;HP;EliteBook 1040;Windows 7;60664,5585;8;14.0 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;ProBook 440;Windows 10;43928,84379;8;14.0 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i3 7100U 2.4GHz;6;HP;Probook 440;Windows 10;28636,686;4;14.0 col - 1366x768;500GB HDD
2;Gaming;Intel Core i5 7300HQ 2.5GHz;4;Dell;Inspiron 7567;Windows 10;39731,3085;8;15.6 col - Full HD 1920x1080;1TB Hybrid
5;Ultrabook;Intel Core i5 7200U 2.5GHz;6;HP;EliteBook 820;Windows 10;64432,5435;4;12.5 col - Full HD 1920x1080;500GB HDD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;Elitebook 840;Windows 10;66567,735;4;14.0 col - Full HD 1920x1080;256GB SSD
5;Ultrabook;Intel Core i7 6500U 2.5GHz;6;HP;EliteBook 840;Windows 10;79010,87747;8;14.0 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i3 7100U 2.4GHz;6;HP;Probook 430;Windows 10;33493,2;4;13.3 col - 1366x768;500GB HDD
4;Notebook;Intel Core i5 6200U 2.3GHz;11;Toshiba;Portege A30-C-1CZ;Windows 10;50658,465;8;13.3 col - 1366x768;256GB SSD
4;Notebook;Intel Core i3 7100U 2.4GHz;6;HP;ProBook 450;Windows 10;32236,78634;4;15.6 col - 1366x768;256GB SSD
4;Notebook;Intel Core i7 6820HQ 2.7GHz;7;Lenovo;ThinkPad P70;Windows 7;124259,772;16;17.3 col - IPS Panel 4K Ultra HD 3840x2160;512GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;11;Toshiba;Tecra Z40-C-12Z;Windows 10;62381,085;8;14.0 col - IPS Panel Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i7 6500U 2.5GHz;6;HP;EliteBook 1040;Windows 10;93320,4285;8;14.0 col - Full HD 1920x1080;256GB SSD
1;2 in 1 Convertible;Intel Core i3 6100U 2.3GHz;4;Dell;Inspiron 5568;Windows 10;33325,31534;4;15.6 col - IPS Panel Full HD / Touchscreen 1920x1080;1TB HDD
5;Ultrabook;Intel Core i5 6200U 2.3GHz;11;Toshiba;PortÄ†?gÄ†? Z30-C-16K;Windows 10;66567,735;8;13.3 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;Spectre 13-V100nv;Windows 10;48104,6085;8;13.3 col - IPS Panel Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i7 7500U 2.7GHz;6;HP;ProBook 440;Windows 10;49629,8051;8;14.0 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 6300U 2.4GHz;4;Dell;Latitude E5570;Windows 10;43810,78026;8;15.6 col - Full HD 1920x1080;500GB HDD
5;Ultrabook;Intel Core i5 7200U 2.5GHz;6;HP;Elitebook 820;Windows 10;65269,8735;4;12.5 col - 1366x768;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;ProBook 650;Windows 10;49779,2685;4;14.0 col - 1366x768;500GB HDD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;ProBook 640;Windows 10;44378,49;4;14.0 col - 1366x768;500GB HDD
5;Ultrabook;Intel Core i5 7200U 2.5GHz;4;Dell;XPS 13;Windows 10;67991,196;8;13.3 col - Quad HD+ / Touchscreen 3200x1800;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;Probook 470;Windows 10;45215,82;8;17.3 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;ProBook 440;Windows 10;40736,1045;4;14.0 col - 1366x768;256GB SSD
4;Notebook;AMD A9-Series 9420 3GHz;1;Acer;Aspire 3;Windows 10;17123,3985;6;15.6 col - 1366x768;1TB HDD
2;Gaming;Intel Core i7 7700HQ 2.8GHz;8;MSI;GL72M 7RDX;Windows 10;49896,4947;8;17.3 col - Full HD 1920x1080;128GB SSD +  1TB HDD
4;Notebook;Intel Core i5 6200U 2.3GHz;6;HP;Probook 640;Windows 7;50030,4675;8;14.0 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i7 6500U 2.5GHz;6;HP;EliteBook 850;Windows 10;51453,50984;8;15.6 col - Full HD 1920x1080;256GB SSD
5;Ultrabook;Intel Core i7 6500U 2.5GHz;6;HP;EliteBook 820;Windows 10;56477,9085;8;12.5 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;ProBook 450;Windows 10;31064,943;4;15.6 col - 1366x768;500GB HDD
5;Ultrabook;Intel Core i7 6600U 2.6GHz;11;Toshiba;Tecra Z40-C-136;Windows 10;72219,7125;8;14.0 col - IPS Panel Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 6300U 2.4GHz;4;Dell;Latitude E5570;Windows 7;44501,99618;8;15.6 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;ProBook 440;Windows 10;42306,51692;8;14.0 col - Full HD 1920x1080;256GB SSD
1;2 in 1 Convertible;Intel Core i7 6500U 2.5GHz;7;Lenovo;Yoga 500-15ISK;Windows 10;35460,9255;4;15.6 col - IPS Panel Full HD / Touchscreen 1920x1080;256GB SSD
4;Notebook;Intel Atom X5-Z8350 1.44GHz;12;Vero;V142 (X5-Z8350/2GB/32GB/W10);Windows 10;8825,4582;2;14.0 col - 1366x768;32GB Flash Storage
4;Notebook;Intel Core i7 6500U 2.5GHz;11;Toshiba;Tecra A50-C-218;Windows 10;59659,7625;16;15.6 col - IPS Panel Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;7;Lenovo;Thinkpad L560;Windows 10;43943,0784;8;15.6 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;6;HP;EliteBook 840;Windows 10;41866,5;4;14.0 col - Full HD 1920x1080;500GB HDD
4;Notebook;Intel Core i5 6300U 2.4GHz;6;HP;EliteBook 850;Windows 10;88059,48411;8;15.6 col - Full HD 1920x1080;256GB SSD +  500GB HDD
4;Notebook;Intel Core i5 6200U 2.3GHz;6;HP;EliteBook 1040;Windows 7;61501,8885;8;14.0 col - Full HD 1920x1080;256GB SSD
2;Gaming;Intel Core i7 6820HK 2.7GHz;8;MSI;GT72S Dominator;Windows 10;64710,53706;16;17.3 col - IPS Panel Full HD 1920x1080;256GB SSD +  1TB HDD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;7;Lenovo;IdeaPad Y900-17ISK;Windows 10;95873,86634;16;17.3 col - IPS Panel Full HD 1920x1080;128GB SSD +  1TB HDD
3;Netbook;Intel Celeron Dual Core N3060 1.6GHz;3;Asus;Chromebook C202SA;Chrome OS ;12053,36535;4;11.6 col - 1366x768;16GB Flash Storage
4;Notebook;Intel Core i7 6600U 2.6GHz;7;Lenovo;ThinkPad X1;Windows 7;109690,23;16;14.0 col - IPS Panel 2560x1440;256GB SSD
4;Notebook;Intel Core i7 7500U 2.7GHz;6;HP;Noteb Pav;Windows 10;40987,3035;8;15.6 col - IPS Panel Full HD 1920x1080;1TB HDD
1;2 in 1 Convertible;Intel Core i5 7200U 2.7GHz;4;Dell;Inspiron 5578;Windows 10;45801,951;8;15.6 col - IPS Panel Full HD / Touchscreen 1920x1080;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;ProBook 450;Windows 10;40987,3035;4;15.6 col - 1366x768;256GB SSD
5;Ultrabook;Intel Core i7 7500U 2.7GHz;4;Dell;XPS 13;Windows 10;94367,091;16;13.3 col - Quad HD+ / Touchscreen 3200x1800;1TB SSD
4;Notebook;Intel Core i3 6100U 2.3GHz;6;HP;ProBook 650;Windows 10;29522,16248;4;15.6 col - 1366x768;500GB HDD
4;Notebook;Intel Core i5 7200U 2.5GHz;6;HP;250 G5;No OS ;20891,3835;4;15.6 col - 1366x768;500GB HDD
4;Notebook;AMD A8-Series 7410 2.2GHz;1;Acer;Aspire ES1-523;Windows 10;18798,0585;8;15.6 col - 1366x768;1TB HDD
1;2 in 1 Convertible;Intel Core i7 7500U 2.7GHz;4;Dell;Inspiron 7378;Windows 10;54384,5835;12;13.3 col - IPS Panel Full HD / Touchscreen 1920x1080;256GB SSD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;8;MSI;GT62VR 6RD;Windows 10;76155,1635;16;15.6 col - Full HD 1920x1080;256GB SSD +  1TB HDD
4;Notebook;Intel Core i7 7500U 2.7GHz;6;HP;ProBook 450;Windows 10;44797,155;8;15.6 col - Full HD 1920x1080;256GB SSD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;3;Asus;Rog G752VL-GC088D;No OS ;41782,767;16;17.3 col - IPS Panel Full HD 1920x1080;1TB HDD
4;Notebook;Intel Core i5 7200U 2.5GHz;4;Dell;Inspiron 3567;Windows 10;23403,3735;4;15.6 col - Full HD 1920x1080;1TB HDD
4;Notebook;Intel Core i7 7500U 2.7GHz;4;Dell;Inspiron 5567;Windows 10;41447,41634;16;15.6 col - Full HD 1920x1080;2TB HDD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;8;MSI;GS63VR 6RF;Windows 10;80760,4785;16;15.6 col - Full HD 1920x1080;256GB SSD +  1TB HDD
5;Ultrabook;Intel Core i7 7500U 2.7GHz;4;Dell;XPS 13;Windows 10;61041,357;8;13.3 col - Full HD 1920x1080;256GB SSD
2;Gaming;Intel Core i7 6820HK 2.7GHz;3;Asus;ROG G701VO;Windows 10;166419,3375;64;17.3 col - IPS Panel Full HD 1920x1080;1TB SSD
1;2 in 1 Convertible;Intel Core i7 6500U 2.5GHz;4;Dell;Inspiron 5368;Windows 10;33409,88567;8;13.3 col - Full HD / Touchscreen 1920x1080;256GB SSD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;4;Dell;Alienware 15;Windows 10;55640,5785;16;15.6 col - 4K Ultra HD 3840x2160;256GB SSD +  1TB HDD
5;Ultrabook;Intel Core M 1.1GHz;2;Apple;MacBook 12;Mac OS X;54426,45;8;12.0 col - IPS Panel Retina Display 2304x1440;256GB Flash Storage
4;Notebook;Intel Core i3 6100U 2.3GHz;4;Dell;Latitude 3570;Windows 10;20178,81567;4;15.6 col - 1366x768;500GB HDD
4;Notebook;Intel Core i5 6200U 2.3GHz;6;HP;ProBook 650;Windows 10;50197,9335;4;15.6 col - 1366x768;500GB HDD
5;Ultrabook;Intel Core i5 6200U 2.3GHz;6;HP;EliteBook 820;Windows 7;50197,9335;8;12.5 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i7 7500U 2.7GHz;6;HP;ProBook 430;Windows 10;45634,485;8;13.3 col - Full HD 1920x1080;256GB SSD
5;Ultrabook;Intel Core i7 6500U 2.5GHz;7;Lenovo;ThinkPad Yoga;Windows 10;71737,82909;8;12.5 col - IPS Panel Full HD / Touchscreen 1920x1080;256GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;7;Lenovo;IdeaPad 300-17ISK;Windows 10;27590,0235;8;17.3 col - 1600x900;1TB HDD
4;Notebook;Intel Core i5 6300HQ 2.3GHz;7;Lenovo;Ideapad 700-15ISK;Windows 10;40903,5705;4;15.6 col - IPS Panel Full HD 1920x1080;1TB HDD
2;Gaming;Intel Core i7 7700HQ 2.8GHz;8;MSI;GT72VR Dominator;Windows 10;104624,3835;16;17.3 col - Full HD 1920x1080;256GB SSD +  1TB HDD
4;Notebook;Intel Core i5 6200U 2.3GHz;7;Lenovo;V110-15ISK (i5-6200U/4GB/500GB/W10);Windows 10;22607,91;4;15.6 col - 1366x768;500GB HDD
4;Notebook;Intel Core i5 6200U 2.3GHz;6;HP;Probook 650;Windows 7;39354,51;4;15.6 col - Full HD 1920x1080;500GB HDD
5;Ultrabook;Intel Core M 6Y75 1.2GHz;7;Lenovo;Yoga 900S-12ISK;Windows 10;58571,2335;8;12.5 col - IPS Panel Touchscreen 2560x1440;512GB SSD
2;Gaming;Intel Core i7 6820HK 2.7GHz;7;Lenovo;IdeaPad Y900-17ISK;Windows 10;135647,46;32;17.3 col - IPS Panel Full HD 1920x1080;512GB SSD +  1TB Hybrid
1;2 in 1 Convertible;Intel Atom x5-Z8550 1.44GHz;7;Lenovo;Yoga Book;Windows 10;27057,06296;4;10.1 col - IPS Panel Touchscreen 1920x1200;64GB Flash Storage
5;Ultrabook;Intel Core i7 7500U 2.7GHz;6;HP;Spectre x360;Windows 10;85784,4585;16;13.3 col - IPS Panel 4K Ultra HD 3840x2160;512GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;4;Dell;Vostro 3568;Windows 10;31399,875;8;15.6 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;6;HP;EliteBook 840;Windows 7;43163,94284;4;14.0 col - Full HD 1920x1080;500GB HDD
6;Workstation;Intel Core i7 6500U 2.5GHz;6;HP;ZBook 15u;Windows 7;62590,4175;8;15.6 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;7;Lenovo;ThinkPad T460;Windows 7;50197,9335;8;14.0 col - Full HD 1920x1080;1GB SSD
4;Notebook;Intel Pentium Dual Core 4405Y 1.5GHz;6;HP;Chromebook 13;Chrome OS ;25747,8975;4;13.3 col - Quad HD+ 3200x1800;32GB Flash Storage
4;Notebook;AMD A8-Series 7410 2.2GHz;1;Acer;Aspire ES1-523;Windows 10;16202,3355;4;15.6 col - 1366x768;500GB HDD
4;Notebook;Intel Pentium Quad Core N3700 1.6GHz;4;Dell;Inspiron 3552;Linux ;16474,04909;4;15.6 col - 1366x768;500GB HDD
4;Notebook;Intel Core i3 6006U 2GHz;6;HP;250 G6;No OS ;14485,39034;4;15.6 col - 1366x768;1TB HDD
2;Gaming;Intel Core i7 7700HQ 2.8GHz;3;Asus;Rog GL702VM-GC354T;Windows 10;66944,5335;8;17.3 col - IPS Panel Full HD 1920x1080;256GB SSD +  1TB HDD
5;Ultrabook;Intel Core i5 8250U 1.6GHz;4;Dell;Inspiron 5370;Windows 10;34261,45028;4;13.3 col - IPS Panel Full HD 1920x1080;256GB SSD
3;Netbook;Intel Core i5 6200U 2.3GHz;6;HP;Elitebook 820;Windows 7;66944,5335;4;12.5 col - 1366x768;128GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;1;Acer;Aspire F5-573G;Windows 10;33451,3335;8;15.6 col - Full HD 1920x1080;256GB SSD +  1TB HDD
4;Notebook;Intel Core i5 7200U 2.5GHz;4;Dell;Inspiron 5567;Windows 10;26744,3202;8;15.6 col - Full HD 1920x1080;1TB HDD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;8;MSI;GS70 Stealth;Windows 10;66944,5335;8;17.3 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Pentium Quad Core N3710 1.6GHz;6;HP;250 G5;Windows 10;20933,25;4;15.6 col - 1366x768;1TB HDD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;3;Asus;G752VY-GC162T (i7-6700HQ/16GB/1TB;Windows 10;96251,0835;16;17.3 col - IPS Panel Full HD 1920x1080;128GB SSD +  1TB HDD
5;Ultrabook;Intel Core i3 6100U 2.3GHz;4;Dell;Latitude E5270;Windows 7;47524,75748;4;12.5 col - 1366x768;500GB HDD
5;Ultrabook;Intel Core i3 6100U 2.3GHz;4;Dell;Latitude E5270;Windows 7;48856,94951;4;12.5 col - 1366x768;128GB SSD
4;Notebook;Intel Celeron Dual Core 3205U 1.5GHz;1;Acer;Chromebook 15;Chrome OS ;8750,0985;4;15.6 col - 1366x768;16GB SSD
6;Workstation;Intel Core i7 6700HQ 2.6GHz;6;HP;ZBook 17;Windows 7;121370,9835;8;17.3 col - IPS Panel Full HD 1920x1080;1TB HDD
2;Gaming;Intel Core i7 7700HQ 2.8GHz;7;Lenovo;Legion Y520-15IKBN;Windows 10;50197,9335;16;15.6 col - Full HD 1920x1080;512GB SSD
5;Ultrabook;Intel Core i5 6200U 2.3GHz;4;Dell;Latitude E5270;Windows 7;59161,55115;8;12.5 col - 1366x768;256GB SSD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;8;MSI;GE72 Apache;Windows 10;63268,23614;8;17.3 col - Full HD 1920x1080;128GB SSD +  1TB HDD
1;2 in 1 Convertible;Intel Core i5 6200U 2.3GHz;7;Lenovo;Yoga 500-15ISK;Windows 10;36298,2555;4;15.6 col - IPS Panel Full HD / Touchscreen 1920x1080;256GB SSD
4;Notebook;AMD A6-Series 9220 2.5GHz;6;HP;15-bw011nv (A6-9220/4GB/1TB/FHD/W10);Windows 10;16662,867;4;15.6 col - Full HD 1920x1080;1TB HDD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;3;Asus;Rog GL552VW-CN470T;Windows 10;56059,2435;16;15.6 col - IPS Panel Full HD 1920x1080;128GB SSD +  1TB HDD
4;Notebook;Intel Core M 6Y54 1.1GHz;6;HP;EliteBook 1030;Windows 10;71131,1835;8;13.3 col - Quad HD+ / Touchscreen 3200x1800;256GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;4;Dell;Vostro 3559;Windows 7;32201,61848;4;15.6 col - 1366x768;500GB HDD
4;Notebook;Intel Core i3 6006U 2.0GHz;7;Lenovo;V110-15ISK (i3-6006U/4GB/128GB/W10);Windows 10;17960,7285;4;15.6 col - 1366x768;128GB SSD
5;Ultrabook;Intel Core i7 6500U 2.5GHz;6;HP;Spectre Pro;Windows 10;82435,1385;8;13.3 col - Full HD 1920x1080;512GB SSD
1;2 in 1 Convertible;Intel Atom x5-Z8550 1.44GHz;7;Lenovo;Yoga Book;Android ;22984,7085;4;10.1 col - IPS Panel Touchscreen 1920x1200;64GB Flash Storage
5;Ultrabook;Intel Core i7 7560U 2.4GHz;4;Dell;XPS 13;Windows 10;57733,9035;8;13.3 col - Full HD 1920x1080;256GB SSD
2;Gaming;Intel Core i7 6820HK 2.7GHz;7;Lenovo;IdeaPad Y900-17ISK;Windows 10;115132,4563;16;17.3 col - IPS Panel Full HD 1920x1080;256GB SSD +  1TB Hybrid
5;Ultrabook;Intel Core i7 6500U 2.5GHz;9;Razer;Blade Stealth;Windows 10;43080,6285;8;12.5 col - Touchscreen / 4K Ultra HD 3840x2160;256GB SSD
5;Ultrabook;Intel Core i7 7500U 2.7GHz;11;Toshiba;Portege X30-D-10K;Windows 10;93194,829;16;13.3 col - Full HD 1920x1080;512GB SSD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;3;Asus;Rog GL752VW-T4308T;Windows 10;54949,36258;8;17.3 col - Full HD 1920x1080;128GB SSD +  1TB HDD
4;Notebook;Intel Atom X5-Z8350 1.44GHz;12;Vero;V131 (X5-Z8350/4GB/32GB/FHD/W10);Windows 10;8205,834;4;13.3 col - Full HD 1920x1080;32GB Flash Storage
4;Notebook;Intel Core i5 6200U 2.3GHz;6;HP;Spectre Pro;Windows 10;70754,385;8;13.3 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;6;HP;EliteBook 1040;Windows 7;63344,0145;8;14.0 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;4;Dell;Latitude E5570;Linux ;21922,5554;4;15.6 col - 1366x768;500GB HDD
4;Notebook;Intel Core i3 7100U 2.4GHz;3;Asus;VivoBook Max;Windows 10;18211,9275;4;15.6 col - 1366x768;1TB HDD
1;2 in 1 Convertible;Intel Core i7 6500U 2.5GHz;7;Lenovo;ThinkPad Yoga;Windows 10;69875,1885;8;14.0 col - IPS Panel Full HD / Touchscreen 1920x1080;256GB SSD
1;2 in 1 Convertible;Intel Atom x5-Z8550 1.44GHz;7;Lenovo;Yoga Book;Windows 10;20054,0535;4;10.1 col - IPS Panel Touchscreen 1920x1200;64GB Flash Storage
5;Ultrabook;Intel Core i5 6300U 2.4GHz;6;HP;EliteBook 820;Windows 7;79337,0175;8;12.5 col - 1366x768;256GB SSD
2;Gaming;Intel Core i5 7300HQ 2.5GHz;7;Lenovo;Legion Y520-15IKBN;No OS ;41405,9685;8;15.6 col - IPS Panel Full HD 1920x1080;128GB SSD +  1TB HDD
2;Gaming;Intel Core i5 6300HQ 2.3GHz;6;HP;Omen -;Windows 10;47267,2785;8;17.3 col - IPS Panel Full HD 1920x1080;128GB SSD +  1TB HDD
4;Notebook;Intel Core i7 7500U 2.7GHz;6;HP;15-bs078cl (i7-7500U/8GB/2TB/W10);Windows 10;26334,0285;8;15.6 col - 1366x768;2TB HDD
1;2 in 1 Convertible;Intel Core i7 6600U 2.6GHz;7;Lenovo;ThinkPad P40;Windows 7;85842,23427;8;14.0 col - IPS Panel Full HD / Touchscreen 1920x1080;512GB SSD
4;Notebook;Intel Celeron Dual Core N3350 1.1GHz;3;Asus;L403NA-GA013TS (N3350/4GB/32GB/W10);Windows 10;11638,887;4;14.0 col - 1366x768;32GB Flash Storage
5;Ultrabook;Intel Core i7 7500U 2.7GHz;6;HP;250 G6;Windows 10;31483,608;8;15.6 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;1;Acer;Aspire E5-576G;Windows 10;25789,764;4;15.6 col - Full HD 1920x1080;1TB HDD
4;Notebook;Intel Core i7 6500U 2.5GHz;7;Lenovo;IdeaPad 500-15ISK;Windows 10;46011,2835;16;15.6 col - Full HD 1920x1080;1TB Hybrid
6;Workstation;Intel Core i7 6700HQ 2.6GHz;6;HP;ZBook 17;Windows 7;165347,5551;8;17.3 col - IPS Panel Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 7200U 2.5GHz;4;Dell;Inspiron 5567;Windows 10;32823,336;8;15.6 col - 1366x768;1TB HDD
2;Gaming;Intel Core i7 6820HQ 2.7GHz;8;MSI;GT72S Dominator;Windows 10;100437,7335;16;17.3 col - Full HD 1920x1080;256GB SSD +  1TB HDD
5;Ultrabook;Intel Core i7 6500U 2.5GHz;6;HP;EliteBook 850;Windows 7;90922,31538;8;15.6 col - Full HD 1920x1080;256GB SSD
1;2 in 1 Convertible;Intel Core i7 6600U 2.6GHz;7;Lenovo;ThinkPad X1;Windows 10;102154,26;16;14.0 col - IPS Panel Touchscreen 2560x1440;512GB SSD
2;Gaming;Intel Core i7 7700HQ 2.8GHz;8;MSI;GP62M 7RDX;Windows 10;47845,0362;8;15.6 col - Full HD 1920x1080;128GB SSD +  1TB HDD
1;2 in 1 Convertible;Intel Core i5 6300U 2.4GHz;6;HP;Spectre Pro;Windows 10;68200,5285;8;13.3 col - Full HD / Touchscreen 1920x1080;256GB SSD
6;Workstation;Intel Core i7 6700HQ 2.6GHz;6;HP;ZBook 15;Windows 7;93320,4285;8;15.6 col - IPS Panel Full HD 1920x1080;256GB SSD
1;2 in 1 Convertible;Intel Core i7 6600U 2.6GHz;6;HP;Spectre Pro;Windows 10;75317,8335;8;13.3 col - Touchscreen 2560x1440;256GB SSD
6;Workstation;Intel Core i7 6700HQ 2.6GHz;6;HP;ZBook Studio;Windows 7;79504,4835;8;15.6 col - Full HD 1920x1080;256GB SSD
5;Ultrabook;Intel Core i7 6500U 2.50GHz;6;HP;EliteBook 820;Windows 7;96165,25718;8;12.5 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i7 7500U 2.7GHz;4;Dell;Vostro 5568;Windows 10;42280,97835;8;15.6 col - Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;6;HP;EliteBook 850;Windows 7;66107,2035;8;15.6 col - Full HD 1920x1080;256GB SSD
1;2 in 1 Convertible;Intel Core i7 6500U 2.5GHz;7;Lenovo;ThinkPad X1;Windows 10;97925,7435;8;14.0 col - IPS Panel Touchscreen 2560x1440;256GB SSD
4;Notebook;Intel Core i3 6006U 2.0GHz;7;Lenovo;V110-15ISK (i3-6006U/4GB/1TB/No;No OS ;14192,7435;4;15.6 col - 1366x768;1TB HDD
4;Notebook;AMD E-Series 7110 1.8GHz;6;HP;15-BA015wm (E2-7110/4GB/500GB/W10);Windows 10;12434,3505;4;15.6 col - 1366x768;500GB HDD
4;Notebook;Intel Core i5 6200U 2.3GHz;7;Lenovo;B51-80 (i5-6200U/8GB/1TB/Radeon;No OS ;25078,0335;8;15.6 col - Full HD 1920x1080;1TB HDD
2;Gaming;Intel Core i7 7700HQ 2.8GHz;4;Dell;Inspiron 7567;Windows 10;50197,9335;8;15.6 col - Full HD 1920x1080;1TB HDD
4;Notebook;Intel Core i5 6300HQ 2.3GHz;4;Dell;XPS 15;Windows 10;94228,09422;8;15.6 col - IPS Panel Touchscreen / 4K Ultra HD 3840x2160;256GB SSD
4;Notebook;AMD A6-Series A6-9220 2.5GHz;6;HP;15-bw002nv (A6-9220/4GB/256GB/Radeon;Windows 10;20049,44819;4;15.6 col - Full HD 1920x1080;256GB SSD
2;Gaming;Intel Core i7 7700HQ 2.8GHz;8;MSI;GP72M 7REX;Windows 10;62498,3112;16;17.3 col - Full HD 1920x1080;256GB SSD +  1TB HDD
5;Ultrabook;Intel Core i7 6600U 2.6GHz;7;Lenovo;ThinkPad T460s;Windows 7;96251,0835;12;14.0 col - Full HD 1920x1080;512GB SSD
4;Notebook;Intel Core i5 6200U 2.3GHz;7;Lenovo;B51-80 (i5-6200U/8GB/1008GB/Radeon;Windows 10;33011,31659;8;15.6 col - Full HD 1920x1080;1TB Hybrid
1;2 in 1 Convertible;Intel Core i7 6600U 2.6GHz;6;HP;Spectre Pro;Windows 10;85449,5265;8;13.3 col - Touchscreen 2560x1440;512GB SSD
5;Ultrabook;Intel Core i7 6600U 2.6GHz;7;Lenovo;ThinkPad T460;Windows 7;62757,8835;8;14.0 col - Full HD 1920x1080;256GB SSD
2;Gaming;Intel Core i7 6700HQ 2.6GHz;8;MSI;GS40 Phantom;Windows 10;74061,8385;16;14.0 col - Full HD 1920x1080;256GB SSD +  1TB HDD
2;Gaming;Intel Core i7 7700HQ 2.8GHz;6;HP;Pavilion 15-cb003nv;Windows 10;37637,9835;8;15.6 col - IPS Panel Full HD 1920x1080;1TB HDD
4;Notebook;Intel Core i3 6006U 2.0GHz;7;Lenovo;IdeaPad 310-15ISK;Windows 10;19216,7235;8;15.6 col - 1366x768;1TB HDD
4;Notebook;Intel Core i5 6200U 2.3GHz;6;HP;250 G4;No OS ;19969,90184;4;15.6 col - 1366x768;500GB HDD
2;Gaming;Intel Core i7 7700HQ 2.8GHz;4;Dell;Inspiron 7567;Windows 10;62716,017;8;15.6 col - 4K Ultra HD 3840x2160;128GB SSD +  1TB HDD
4;Notebook;Intel Core i5 7200U 2.5GHz;7;Lenovo;ThinkPad T570;Windows 10;58194,435;8;15.6 col - IPS Panel Full HD 1920x1080;256GB SSD
4;Notebook;Intel Core i3 6006U 2GHz;7;Lenovo;320-15ISK (i3-6006U/4GB/1TB/GeForce;Windows 10;19593,522;4;15.6 col - Full HD 1920x1080;1TB HDD
4;Notebook;Intel Celeron Dual Core N3060 1.6GHz;6;HP;Stream 14-AX000nv;Windows 10;10424,7585;2;14.0 col - 1366x768;32GB Flash Storage
2;Gaming;Intel Core i7 7500U 2.7GHz;8;MSI;PL60 7RD;Windows 10;35125,9935;8;15.6 col - IPS Panel Full HD 1920x1080;1TB HDD
